asset,commission_year,decommissionable,initial_storage_units,initial_units,milestone_year
EE_Nuclear,2030,false,0.0,0.0,2030
EE_CCGT,2030,false,0.0,1.0,2030
EE_OCGT,2030,false,0.0,0.0,2030
EE_Battery,2030,false,16.732248471952197,0.8951962375754726,2030
MT_Solar,2030,false,0.0,36.0,2030
MT_Wind_Onshore,2030,false,0.0,0.0,2030
MT_Wind_Offshore,2030,false,0.0,0.0,2030
MT_Coal,2030,false,0.0,0.0,2030
MT_Nuclear,2030,false,0.0,0.0,2030
MT_CCGT,2030,false,0.0,1.0,2030
MT_OCGT,2030,false,0.0,0.0,2030
MT_Battery,2030,false,9.19511538594782,0.8640610449704346,2030
CY_Solar,2030,false,0.0,73.0,2030
CY_Wind_Onshore,2030,false,0.0,0.0,2030
CY_Wind_Offshore,2030,false,0.0,0.0,2030
CY_Coal,2030,false,0.0,1.0,2030
CY_Nuclear,2030,false,0.0,0.0,2030
CY_CCGT,2030,false,0.0,0.0,2030
CY_OCGT,2030,false,0.0,0.0,2030
CY_Battery,2030,false,25.61286068359626,1.138733526646746,2030
BG_Solar,2030,false,0.0,151.0,2030
BG_Wind_Onshore,2030,false,0.0,153.0,2030
BG_Wind_Offshore,2030,false,0.0,0.0,2030
BG_Coal,2030,false,0.0,2.0,2030
BG_Nuclear,2030,false,0.0,0.0,2030
BG_CCGT,2030,false,0.0,1.0,2030
BG_OCGT,2030,false,0.0,3.0,2030
BG_Battery,2030,false,29.724183703365725,2.3330059265003453,2030
