id,from_asset,to_asset,year,rep_period,time_block_start,time_block_end,var_flow_id,dual_max_transport_flow_limit_simple_method,dual_min_transport_flow_limit_simple_method
494,DE_Balance,CH_Balance,2030,3,7,12,3714,-8.873999999999999,0.0
495,DE_Balance,CH_Balance,2030,3,13,18,3715,-5.794199999999998,0.0
496,DE_Balance,CH_Balance,2030,3,19,24,3716,-8.873999999999999,0.0
497,DE_Balance,NO_Balance,2030,3,1,6,3717,0.0,0.0
498,DE_Balance,NO_Balance,2030,3,7,12,3718,0.0,0.0
499,DE_Balance,NO_Balance,2030,3,13,18,3719,0.0,3.0798
500,DE_Balance,NO_Balance,2030,3,19,24,3720,0.0,0.0
501,DE_Balance,LU_Balance,2030,3,1,6,3721,0.0,0.0
502,DE_Balance,LU_Balance,2030,3,7,12,3722,0.0,0.0
503,DE_Balance,LU_Balance,2030,3,13,18,3723,0.0,3.0798
504,DE_Balance,LU_Balance,2030,3,19,24,3724,0.0,0.0
505,DE_Balance,AT_Balance,2030,3,1,6,3725,-8.873999999999999,0.0
506,DE_Balance,AT_Balance,2030,3,7,12,3726,-8.873999999999999,0.0
507,DE_Balance,AT_Balance,2030,3,13,18,3727,-5.794199999999998,0.0
508,DE_Balance,AT_Balance,2030,3,19,24,3728,-8.873999999999999,0.0
509,FR_Balance,CH_Balance,2030,3,1,6,3729,-8.873999999999999,0.0
510,FR_Balance,CH_Balance,2030,3,7,12,3730,-8.873999999999999,0.0
511,FR_Balance,CH_Balance,2030,3,13,18,3731,-5.794199999999998,0.0
512,FR_Balance,CH_Balance,2030,3,19,24,3732,-5.794199999999998,0.0
513,FR_Balance,IT_Balance,2030,3,1,6,3733,-5.742,0.0
514,FR_Balance,IT_Balance,2030,3,7,12,3734,-8.873999999999999,0.0
515,FR_Balance,IT_Balance,2030,3,13,18,3735,0.0,0.0
516,FR_Balance,IT_Balance,2030,3,19,24,3736,-5.794199999999998,0.0
517,FR_Balance,UK_Balance,2030,3,1,6,3737,0.0,0.0
518,FR_Balance,UK_Balance,2030,3,7,12,3738,0.0,0.0
519,FR_Balance,UK_Balance,2030,3,13,18,3739,0.0,3.0798
520,FR_Balance,UK_Balance,2030,3,19,24,3740,0.0,3.0798
521,FR_Balance,LU_Balance,2030,3,1,6,3741,0.0,0.0
522,FR_Balance,LU_Balance,2030,3,7,12,3742,0.0,0.0
523,FR_Balance,LU_Balance,2030,3,13,18,3743,0.0,3.0798
524,FR_Balance,LU_Balance,2030,3,19,24,3744,0.0,3.0798
525,UK_Balance,IE_Balance,2030,3,1,6,3745,0.0,0.0
526,UK_Balance,IE_Balance,2030,3,7,12,3746,0.0,0.0
527,UK_Balance,IE_Balance,2030,3,13,18,3747,0.0,0.0
528,UK_Balance,IE_Balance,2030,3,19,24,3748,0.0,0.0
529,UK_Balance,DK_Balance,2030,3,1,6,3749,0.0,0.0
530,UK_Balance,DK_Balance,2030,3,7,12,3750,0.0,0.0
531,UK_Balance,DK_Balance,2030,3,13,18,3751,0.0,0.0
532,UK_Balance,DK_Balance,2030,3,19,24,3752,0.0,0.0
533,DK_Balance,SE_Balance,2030,3,1,6,3753,0.0,0.0
534,DK_Balance,SE_Balance,2030,3,7,12,3754,0.0,0.0
535,DK_Balance,SE_Balance,2030,3,13,18,3755,0.0,0.0
536,DK_Balance,SE_Balance,2030,3,19,24,3756,0.0,0.0
537,DK_Balance,NO_Balance,2030,3,1,6,3757,0.0,0.0
538,DK_Balance,NO_Balance,2030,3,7,12,3758,0.0,0.0
539,DK_Balance,NO_Balance,2030,3,13,18,3759,0.0,0.0
540,DK_Balance,NO_Balance,2030,3,19,24,3760,0.0,0.0
541,DK_Balance,PL_Balance,2030,3,1,6,3761,0.0,0.0
542,DK_Balance,PL_Balance,2030,3,7,12,3762,0.0,0.0
543,DK_Balance,PL_Balance,2030,3,13,18,3763,0.0,0.0
544,DK_Balance,PL_Balance,2030,3,19,24,3764,0.0,0.0
545,SE_Balance,FI_Balance,2030,3,1,6,3765,0.0,0.0
546,SE_Balance,FI_Balance,2030,3,7,12,3766,0.0,0.0
547,SE_Balance,FI_Balance,2030,3,13,18,3767,0.0,0.0
548,SE_Balance,FI_Balance,2030,3,19,24,3768,0.0,0.0
549,SE_Balance,LT_Balance,2030,3,1,6,3769,0.0,0.0
550,SE_Balance,LT_Balance,2030,3,7,12,3770,0.0,0.0
551,SE_Balance,LT_Balance,2030,3,13,18,3771,0.0,0.0
552,SE_Balance,LT_Balance,2030,3,19,24,3772,0.0,0.0
553,SE_Balance,PL_Balance,2030,3,1,6,3773,0.0,0.0
554,SE_Balance,PL_Balance,2030,3,7,12,3774,0.0,0.0
555,SE_Balance,PL_Balance,2030,3,13,18,3775,0.0,0.0
556,SE_Balance,PL_Balance,2030,3,19,24,3776,0.0,0.0
557,AT_Balance,CZ_Balance,2030,3,1,6,3777,0.0,5.794199999999998
558,AT_Balance,CZ_Balance,2030,3,7,12,3778,0.0,5.794199999999998
559,AT_Balance,CZ_Balance,2030,3,13,18,3779,0.0,5.794199999999998
560,AT_Balance,CZ_Balance,2030,3,19,24,3780,0.0,5.794199999999998
561,AT_Balance,SI_Balance,2030,3,1,6,3781,0.0,5.794199999999998
562,AT_Balance,SI_Balance,2030,3,7,12,3782,0.0,0.0
563,AT_Balance,SI_Balance,2030,3,13,18,3783,0.0,0.0
564,AT_Balance,SI_Balance,2030,3,19,24,3784,0.0,0.0
565,AT_Balance,IT_Balance,2030,3,1,6,3785,0.0,3.131999999999999
566,AT_Balance,IT_Balance,2030,3,7,12,3786,0.0,0.0
567,AT_Balance,IT_Balance,2030,3,13,18,3787,0.0,5.794199999999998
568,AT_Balance,IT_Balance,2030,3,19,24,3788,0.0,0.0
569,CZ_Balance,PL_Balance,2030,3,1,6,3789,0.0,3.0798
570,CZ_Balance,PL_Balance,2030,3,7,12,3790,0.0,3.0798
571,CZ_Balance,PL_Balance,2030,3,13,18,3791,0.0,3.0798
572,CZ_Balance,PL_Balance,2030,3,19,24,3792,0.0,3.0798
573,CZ_Balance,SK_Balance,2030,3,1,6,3793,-5.794199999999998,0.0
574,CZ_Balance,SK_Balance,2030,3,7,12,3794,-5.794199999999998,0.0
575,CZ_Balance,SK_Balance,2030,3,13,18,3795,-5.794199999999998,0.0
576,CZ_Balance,SK_Balance,2030,3,19,24,3796,-5.794199999999998,0.0
577,PL_Balance,SK_Balance,2030,3,1,6,3797,-8.873999999999999,0.0
578,PL_Balance,SK_Balance,2030,3,7,12,3798,-8.873999999999999,0.0
579,PL_Balance,SK_Balance,2030,3,13,18,3799,-8.873999999999999,0.0
580,PL_Balance,SK_Balance,2030,3,19,24,3800,-8.873999999999999,0.0
581,PL_Balance,LT_Balance,2030,3,1,6,3801,0.0,0.0
582,PL_Balance,LT_Balance,2030,3,7,12,3802,0.0,0.0
583,PL_Balance,LT_Balance,2030,3,13,18,3803,0.0,0.0
584,PL_Balance,LT_Balance,2030,3,19,24,3804,0.0,0.0
585,IT_Balance,GR_Balance,2030,3,1,6,3809,0.0,2.6622
586,IT_Balance,GR_Balance,2030,3,7,12,3810,0.0,5.794199999999998
587,IT_Balance,GR_Balance,2030,3,13,18,3811,0.0,0.0
588,IT_Balance,GR_Balance,2030,3,19,24,3812,0.0,0.0
589,IT_Balance,MT_Balance,2030,3,1,6,3813,0.0,0.0
590,IT_Balance,MT_Balance,2030,3,7,12,3814,0.0,8.873999999999999
591,IT_Balance,MT_Balance,2030,3,13,18,3815,-2.6622,0.0
592,IT_Balance,MT_Balance,2030,3,19,24,3816,0.0,3.131999999999999
593,SI_Balance,HU_Balance,2030,3,1,6,3817,-5.794199999999998,0.0
594,SI_Balance,HU_Balance,2030,3,7,12,3818,0.0,0.0
595,SI_Balance,HU_Balance,2030,3,13,18,3819,0.0,0.0
596,SI_Balance,HU_Balance,2030,3,19,24,3820,0.0,0.0
597,SI_Balance,HR_Balance,2030,3,1,6,3821,-5.794199999999998,0.0
598,SI_Balance,HR_Balance,2030,3,7,12,3822,0.0,0.0
599,SI_Balance,HR_Balance,2030,3,13,18,3823,0.0,0.0
600,SI_Balance,HR_Balance,2030,3,19,24,3824,0.0,0.0
601,HU_Balance,RO_Balance,2030,3,1,6,3825,0.0,0.0
602,HU_Balance,RO_Balance,2030,3,7,12,3826,0.0,0.0
603,HU_Balance,RO_Balance,2030,3,13,18,3827,0.0,0.0
604,HU_Balance,RO_Balance,2030,3,19,24,3828,0.0,3.131999999999999
605,HU_Balance,SK_Balance,2030,3,1,6,3829,0.0,0.0
606,HU_Balance,SK_Balance,2030,3,7,12,3830,0.0,0.0
607,HU_Balance,SK_Balance,2030,3,13,18,3831,0.0,0.0
608,HU_Balance,SK_Balance,2030,3,19,24,3832,0.0,0.0
609,HU_Balance,HR_Balance,2030,3,1,6,3833,0.0,0.0
610,HU_Balance,HR_Balance,2030,3,7,12,3834,0.0,0.0
611,HU_Balance,HR_Balance,2030,3,13,18,3835,0.0,0.0
612,HU_Balance,HR_Balance,2030,3,19,24,3836,0.0,0.0
613,RO_Balance,BG_Balance,2030,3,1,6,3837,0.0,5.794199999999998
614,RO_Balance,BG_Balance,2030,3,7,12,3838,0.0,5.794199999999998
615,RO_Balance,BG_Balance,2030,3,13,18,3839,0.0,0.0
616,RO_Balance,BG_Balance,2030,3,19,24,3840,-3.131999999999999,0.0
617,GR_Balance,BG_Balance,2030,3,1,6,3841,0.0,0.0
618,GR_Balance,BG_Balance,2030,3,7,12,3842,0.0,0.0
619,GR_Balance,BG_Balance,2030,3,13,18,3843,-5.794199999999998,0.0
620,GR_Balance,BG_Balance,2030,3,19,24,3844,0.0,0.0
621,NL_Balance,NO_Balance,2030,3,1,6,3953,0.0,0.0
622,NL_Balance,NO_Balance,2030,3,7,12,3954,0.0,0.0
623,NL_Balance,NO_Balance,2030,3,13,18,3955,0.0,0.0
624,NL_Balance,NO_Balance,2030,3,19,24,3956,0.0,0.0
625,BE_Balance,FR_Balance,2030,3,1,6,3957,0.0,0.0
626,BE_Balance,FR_Balance,2030,3,7,12,3958,0.0,0.0
627,BE_Balance,FR_Balance,2030,3,13,18,3959,-3.0798,0.0
628,BE_Balance,FR_Balance,2030,3,19,24,3960,-3.0798,0.0
629,DE_Balance,SE_Balance,2030,3,1,6,3961,0.0,0.0
630,DE_Balance,SE_Balance,2030,3,7,12,3962,0.0,0.0
631,DE_Balance,SE_Balance,2030,3,13,18,3963,0.0,3.0798
632,DE_Balance,SE_Balance,2030,3,19,24,3964,0.0,0.0
633,DE_Balance,DK_Balance,2030,3,1,6,3965,0.0,0.0
634,DE_Balance,DK_Balance,2030,3,7,12,3966,0.0,0.0
635,DE_Balance,DK_Balance,2030,3,13,18,3967,0.0,3.0798
636,DE_Balance,DK_Balance,2030,3,19,24,3968,0.0,0.0
637,CH_Balance,IT_Balance,2030,3,1,6,3969,0.0,3.131999999999999
638,CH_Balance,IT_Balance,2030,3,7,12,3970,0.0,0.0
639,CH_Balance,IT_Balance,2030,3,13,18,3971,0.0,5.794199999999998
640,CH_Balance,IT_Balance,2030,3,19,24,3972,0.0,0.0
641,DE_Balance,PL_Balance,2030,3,1,6,4005,0.0,0.0
642,DE_Balance,PL_Balance,2030,3,7,12,4006,0.0,0.0
643,DE_Balance,PL_Balance,2030,3,13,18,4007,0.0,3.0798
644,DE_Balance,PL_Balance,2030,3,19,24,4008,0.0,0.0
645,NO_Balance,SE_Balance,2030,3,1,6,4009,0.0,0.0
646,NO_Balance,SE_Balance,2030,3,7,12,4010,0.0,0.0
647,NO_Balance,SE_Balance,2030,3,13,18,4011,0.0,0.0
648,NO_Balance,SE_Balance,2030,3,19,24,4012,0.0,0.0
649,FI_Balance,EE_Balance,2030,3,1,6,4017,0.0,0.0
650,FI_Balance,EE_Balance,2030,3,7,12,4018,0.0,0.0
651,FI_Balance,EE_Balance,2030,3,13,18,4019,0.0,0.0
652,FI_Balance,EE_Balance,2030,3,19,24,4020,0.0,0.0
653,LT_Balance,LV_Balance,2030,3,1,6,4021,0.0,0.0
654,LT_Balance,LV_Balance,2030,3,7,12,4022,0.0,0.0
655,LT_Balance,LV_Balance,2030,3,13,18,4023,0.0,0.0
656,LT_Balance,LV_Balance,2030,3,19,24,4024,0.0,0.0
657,ES_Balance,PT_Balance,2030,2,1,6,2349,0.0,0.0
658,ES_Balance,PT_Balance,2030,2,7,12,2350,0.0,3.5046
659,ES_Balance,PT_Balance,2030,2,13,18,2351,0.0,0.0
660,ES_Balance,PT_Balance,2030,2,19,24,2352,0.0,0.0
661,ES_Balance,PT_Balance,2030,3,1,6,3805,0.0,5.794199999999998
662,ES_Balance,PT_Balance,2030,3,7,12,3806,0.0,3.131999999999999
663,ES_Balance,PT_Balance,2030,3,13,18,3807,0.0,0.0
664,ES_Balance,PT_Balance,2030,3,19,24,3808,0.0,0.0
665,BE_Balance,LU_Balance,2030,3,1,6,4161,0.0,0.0
666,BE_Balance,LU_Balance,2030,3,7,12,4162,0.0,0.0
667,BE_Balance,LU_Balance,2030,3,13,18,4163,0.0,0.0
668,BE_Balance,LU_Balance,2030,3,19,24,4164,0.0,0.0
669,BE_Balance,UK_Balance,2030,3,1,6,4165,0.0,0.0
670,BE_Balance,UK_Balance,2030,3,7,12,4166,0.0,0.0
671,BE_Balance,UK_Balance,2030,3,13,18,4167,0.0,0.0
672,BE_Balance,UK_Balance,2030,3,19,24,4168,0.0,0.0
673,FR_Balance,IE_Balance,2030,3,1,6,4169,0.0,0.0
674,FR_Balance,IE_Balance,2030,3,7,12,4170,0.0,0.0
675,FR_Balance,IE_Balance,2030,3,13,18,4171,0.0,3.0798
676,FR_Balance,IE_Balance,2030,3,19,24,4172,0.0,3.0798
677,CH_Balance,AT_Balance,2030,3,1,6,4173,0.0,0.0
678,CH_Balance,AT_Balance,2030,3,7,12,4174,0.0,0.0
679,CH_Balance,AT_Balance,2030,3,13,18,4175,0.0,0.0
680,CH_Balance,AT_Balance,2030,3,19,24,4176,0.0,0.0
681,IT_Balance,SI_Balance,2030,3,1,6,4177,0.0,2.6622
682,IT_Balance,SI_Balance,2030,3,7,12,4178,0.0,0.0
683,IT_Balance,SI_Balance,2030,3,13,18,4179,-5.794199999999998,0.0
684,IT_Balance,SI_Balance,2030,3,19,24,4180,0.0,0.0
685,LV_Balance,EE_Balance,2030,3,1,6,4181,0.0,0.0
686,LV_Balance,EE_Balance,2030,3,7,12,4182,0.0,0.0
687,LV_Balance,EE_Balance,2030,3,13,18,4183,0.0,0.0
688,LV_Balance,EE_Balance,2030,3,19,24,4184,0.0,0.0
689,UK_Balance,NO_Balance,2030,3,1,6,4193,0.0,0.0
690,UK_Balance,NO_Balance,2030,3,7,12,4194,0.0,0.0
691,UK_Balance,NO_Balance,2030,3,13,18,4195,0.0,0.0
692,UK_Balance,NO_Balance,2030,3,19,24,4196,0.0,0.0
693,DE_Balance,CZ_Balance,2030,3,1,6,4245,-3.0798,0.0
694,DE_Balance,CZ_Balance,2030,3,7,12,4246,-3.0798,0.0
695,DE_Balance,CZ_Balance,2030,3,13,18,4247,0.0,0.0
696,DE_Balance,CZ_Balance,2030,3,19,24,4248,-3.0798,0.0
697,FR_Balance,ES_Balance,2030,3,1,6,4249,-8.873999999999999,0.0
698,FR_Balance,ES_Balance,2030,3,7,12,4250,-8.873999999999999,0.0
699,FR_Balance,ES_Balance,2030,3,13,18,4251,-2.6622,0.0
700,FR_Balance,ES_Balance,2030,3,19,24,4252,-5.794199999999998,0.0
701,AT_Balance,HU_Balance,2030,3,1,6,4253,0.0,0.0
702,AT_Balance,HU_Balance,2030,3,7,12,4254,0.0,0.0
703,AT_Balance,HU_Balance,2030,3,13,18,4255,0.0,0.0
704,AT_Balance,HU_Balance,2030,3,19,24,4256,0.0,0.0
705,GR_Balance,CY_Balance,2030,3,1,6,4261,0.0,0.0
706,GR_Balance,CY_Balance,2030,3,7,12,4262,0.0,0.0
707,GR_Balance,CY_Balance,2030,3,13,18,4263,0.0,0.0
708,GR_Balance,CY_Balance,2030,3,19,24,4264,0.0,5.794199999999998
709,NL_Balance,BE_Balance,2030,4,1,6,5101,0.0,0.0
710,NL_Balance,BE_Balance,2030,4,7,12,5102,0.0,2.4426
711,NL_Balance,BE_Balance,2030,4,13,18,5103,0.0,0.0
712,NL_Balance,BE_Balance,2030,4,19,24,5104,-2.4426,0.0
713,NL_Balance,NO_Balance,2030,4,1,6,5105,0.0,0.0
714,NL_Balance,NO_Balance,2030,4,7,12,5106,-2.1114,0.0
715,NL_Balance,NO_Balance,2030,4,13,18,5107,0.0,0.0
716,NL_Balance,NO_Balance,2030,4,19,24,5108,0.0,0.0
717,NL_Balance,DK_Balance,2030,4,1,6,5109,0.0,0.0
718,NL_Balance,DK_Balance,2030,4,7,12,5110,0.0,0.0
719,NL_Balance,DK_Balance,2030,4,13,18,5111,-2.4426,0.0
720,NL_Balance,DK_Balance,2030,4,19,24,5112,0.0,0.0
721,NL_Balance,DE_Balance,2030,4,1,6,5113,-2.4426,0.0
722,NL_Balance,DE_Balance,2030,4,7,12,5114,0.0,0.0
723,NL_Balance,DE_Balance,2030,4,13,18,5115,-2.4426,0.0
724,NL_Balance,DE_Balance,2030,4,19,24,5116,-2.4426,0.0
725,NL_Balance,UK_Balance,2030,4,1,6,5117,0.0,0.0
726,NL_Balance,UK_Balance,2030,4,7,12,5118,0.0,2.4426
727,NL_Balance,UK_Balance,2030,4,13,18,5119,0.0,0.0
728,NL_Balance,UK_Balance,2030,4,19,24,5120,0.0,0.0
729,BE_Balance,DE_Balance,2030,4,1,6,5121,-2.4426,0.0
730,BE_Balance,DE_Balance,2030,4,7,12,5122,-2.4426,0.0
731,BE_Balance,DE_Balance,2030,4,13,18,5123,-2.4426,0.0
732,BE_Balance,DE_Balance,2030,4,19,24,5124,0.0,0.0
733,DE_Balance,SE_Balance,2030,4,1,6,5125,0.0,0.0
734,DE_Balance,SE_Balance,2030,4,7,12,5126,0.0,0.0
735,DE_Balance,SE_Balance,2030,4,13,18,5127,0.0,0.0
736,DE_Balance,SE_Balance,2030,4,19,24,5128,0.0,2.4426
737,DE_Balance,FR_Balance,2030,4,1,6,5129,0.0,2.4426
738,DE_Balance,FR_Balance,2030,4,7,12,5130,0.0,2.4426
739,DE_Balance,FR_Balance,2030,4,13,18,5131,0.0,2.4426
740,DE_Balance,FR_Balance,2030,4,19,24,5132,0.0,2.4426
741,DE_Balance,CH_Balance,2030,4,1,6,5133,0.0,0.0
742,DE_Balance,CH_Balance,2030,4,7,12,5134,-2.1114,0.0
743,DE_Balance,CH_Balance,2030,4,13,18,5135,0.0,0.0
744,DE_Balance,CH_Balance,2030,4,19,24,5136,0.0,0.0
745,DE_Balance,NO_Balance,2030,4,1,6,5137,0.0,2.4426
746,DE_Balance,NO_Balance,2030,4,7,12,5138,-2.1114,0.0
747,DE_Balance,NO_Balance,2030,4,13,18,5139,0.0,2.4426
748,DE_Balance,NO_Balance,2030,4,19,24,5140,0.0,2.4426
749,DE_Balance,PL_Balance,2030,4,1,6,5141,-2.1114,0.0
750,DE_Balance,PL_Balance,2030,4,7,12,5142,0.0,0.0
751,DE_Balance,PL_Balance,2030,4,13,18,5143,-2.1114,0.0
752,DE_Balance,PL_Balance,2030,4,19,24,5144,-2.1114,0.0
753,DE_Balance,LU_Balance,2030,4,1,6,5145,0.0,2.4426
754,DE_Balance,LU_Balance,2030,4,7,12,5146,0.0,2.4426
755,DE_Balance,LU_Balance,2030,4,13,18,5147,0.0,2.4426
756,DE_Balance,LU_Balance,2030,4,19,24,5148,0.0,2.4426
757,DE_Balance,AT_Balance,2030,4,1,6,5149,0.0,2.4426
758,DE_Balance,AT_Balance,2030,4,7,12,5150,0.0,0.0
759,DE_Balance,AT_Balance,2030,4,13,18,5151,0.0,0.0
760,DE_Balance,AT_Balance,2030,4,19,24,5152,0.0,0.0
761,FR_Balance,CH_Balance,2030,4,1,6,5153,-2.4426,0.0
762,FR_Balance,CH_Balance,2030,4,7,12,5154,-4.554,0.0
763,FR_Balance,CH_Balance,2030,4,13,18,5155,-2.4426,0.0
764,FR_Balance,CH_Balance,2030,4,19,24,5156,-2.4426,0.0
765,FR_Balance,IT_Balance,2030,4,1,6,5157,-2.4426,0.0
766,FR_Balance,IT_Balance,2030,4,7,12,5158,-2.4426,0.0
767,FR_Balance,IT_Balance,2030,4,13,18,5159,-2.4426,0.0
768,FR_Balance,IT_Balance,2030,4,19,24,5160,-2.4426,0.0
769,FR_Balance,UK_Balance,2030,4,1,6,5161,0.0,0.0
770,FR_Balance,UK_Balance,2030,4,7,12,5162,0.0,0.0
771,FR_Balance,UK_Balance,2030,4,13,18,5163,0.0,0.0
772,FR_Balance,UK_Balance,2030,4,19,24,5164,0.0,0.0
773,FR_Balance,LU_Balance,2030,4,1,6,5165,0.0,0.0
774,FR_Balance,LU_Balance,2030,4,7,12,5166,0.0,0.0
775,FR_Balance,LU_Balance,2030,4,13,18,5167,0.0,0.0
776,FR_Balance,LU_Balance,2030,4,19,24,5168,0.0,0.0
777,CH_Balance,IT_Balance,2030,4,1,6,5169,0.0,0.0
778,CH_Balance,IT_Balance,2030,4,7,12,5170,0.0,2.1114
779,CH_Balance,IT_Balance,2030,4,13,18,5171,0.0,0.0
780,CH_Balance,IT_Balance,2030,4,19,24,5172,0.0,0.0
781,UK_Balance,IE_Balance,2030,4,1,6,5173,0.0,0.0
782,UK_Balance,IE_Balance,2030,4,7,12,5174,0.0,0.0
783,UK_Balance,IE_Balance,2030,4,13,18,5175,0.0,0.0
784,UK_Balance,IE_Balance,2030,4,19,24,5176,0.0,0.0
785,UK_Balance,DK_Balance,2030,4,1,6,5177,0.0,0.0
786,UK_Balance,DK_Balance,2030,4,7,12,5178,-2.4426,0.0
787,UK_Balance,DK_Balance,2030,4,13,18,5179,-2.4426,0.0
788,UK_Balance,DK_Balance,2030,4,19,24,5180,0.0,0.0
789,DK_Balance,SE_Balance,2030,4,1,6,5181,-2.4426,0.0
790,DK_Balance,SE_Balance,2030,4,7,12,5182,0.0,0.0
791,DK_Balance,SE_Balance,2030,4,13,18,5183,0.0,0.0
792,DK_Balance,SE_Balance,2030,4,19,24,5184,0.0,0.0
793,DK_Balance,NO_Balance,2030,4,1,6,5185,0.0,0.0
794,DK_Balance,NO_Balance,2030,4,7,12,5186,-2.1114,0.0
795,DK_Balance,NO_Balance,2030,4,13,18,5187,0.0,2.4426
796,DK_Balance,NO_Balance,2030,4,19,24,5188,0.0,0.0
797,NO_Balance,SE_Balance,2030,4,1,6,5189,-2.4426,0.0
798,NO_Balance,SE_Balance,2030,4,7,12,5190,0.0,2.1114
799,NO_Balance,SE_Balance,2030,4,13,18,5191,-2.4426,0.0
800,NO_Balance,SE_Balance,2030,4,19,24,5192,0.0,0.0
801,SE_Balance,FI_Balance,2030,4,1,6,5193,0.0,2.4426
802,SE_Balance,FI_Balance,2030,4,7,12,5194,0.0,2.4426
803,SE_Balance,FI_Balance,2030,4,13,18,5195,0.0,0.0
804,SE_Balance,FI_Balance,2030,4,19,24,5196,0.0,0.0
805,SE_Balance,LT_Balance,2030,4,1,6,5197,-2.1114,0.0
806,SE_Balance,LT_Balance,2030,4,7,12,5198,-2.1114,0.0
807,SE_Balance,LT_Balance,2030,4,13,18,5199,-4.5954,0.0
808,SE_Balance,LT_Balance,2030,4,19,24,5200,-4.554,0.0
809,SE_Balance,PL_Balance,2030,4,1,6,5201,-2.1114,0.0
810,SE_Balance,PL_Balance,2030,4,7,12,5202,0.0,0.0
811,SE_Balance,PL_Balance,2030,4,13,18,5203,-2.1114,0.0
812,SE_Balance,PL_Balance,2030,4,19,24,5204,-4.554,0.0
813,AT_Balance,CZ_Balance,2030,4,1,6,5205,-2.4426,0.0
814,AT_Balance,CZ_Balance,2030,4,7,12,5206,-2.1114,0.0
815,AT_Balance,CZ_Balance,2030,4,13,18,5207,-2.1114,0.0
816,AT_Balance,CZ_Balance,2030,4,19,24,5208,0.0,0.0
817,AT_Balance,SI_Balance,2030,4,1,6,5209,0.0,0.0
818,AT_Balance,SI_Balance,2030,4,7,12,5210,0.0,0.0
819,AT_Balance,SI_Balance,2030,4,13,18,5211,0.0,0.0
820,AT_Balance,SI_Balance,2030,4,19,24,5212,0.0,0.0
821,AT_Balance,IT_Balance,2030,4,1,6,5213,-2.4426,0.0
822,AT_Balance,IT_Balance,2030,4,7,12,5214,0.0,0.0
823,AT_Balance,IT_Balance,2030,4,13,18,5215,0.0,0.0
824,AT_Balance,IT_Balance,2030,4,19,24,5216,0.0,0.0
825,CZ_Balance,PL_Balance,2030,4,1,6,5217,-2.1114,0.0
826,CZ_Balance,PL_Balance,2030,4,7,12,5218,0.0,2.1114
827,CZ_Balance,PL_Balance,2030,4,13,18,5219,0.0,0.0
828,CZ_Balance,PL_Balance,2030,4,19,24,5220,-2.1114,0.0
829,CZ_Balance,SK_Balance,2030,4,1,6,5221,0.0,2.4426
830,CZ_Balance,SK_Balance,2030,4,7,12,5222,0.0,4.554
831,CZ_Balance,SK_Balance,2030,4,13,18,5223,0.0,4.554
832,CZ_Balance,SK_Balance,2030,4,19,24,5224,0.0,2.4426
833,PL_Balance,SK_Balance,2030,4,1,6,5225,0.0,4.554
834,PL_Balance,SK_Balance,2030,4,7,12,5226,0.0,2.4426
835,PL_Balance,SK_Balance,2030,4,13,18,5227,0.0,4.554
836,PL_Balance,SK_Balance,2030,4,19,24,5228,0.0,4.554
837,PL_Balance,LT_Balance,2030,4,1,6,5229,0.0,0.0
838,PL_Balance,LT_Balance,2030,4,7,12,5230,-2.1114,0.0
839,PL_Balance,LT_Balance,2030,4,13,18,5231,-2.483999999999999,0.0
840,PL_Balance,LT_Balance,2030,4,19,24,5232,0.0,0.0
841,IT_Balance,GR_Balance,2030,4,1,6,5237,0.0,2.4426
842,IT_Balance,GR_Balance,2030,4,7,12,5238,0.0,2.4426
843,IT_Balance,GR_Balance,2030,4,13,18,5239,0.0,2.4426
844,IT_Balance,GR_Balance,2030,4,19,24,5240,0.0,2.4426
845,LT_Balance,LV_Balance,2030,4,1,6,5241,0.0,0.0
846,LT_Balance,LV_Balance,2030,4,7,12,5242,-2.483999999999999,0.0
847,LT_Balance,LV_Balance,2030,4,13,18,5243,0.0,0.0
848,LT_Balance,LV_Balance,2030,4,19,24,5244,0.0,0.0
849,SI_Balance,HU_Balance,2030,4,1,6,5245,-2.4426,0.0
850,SI_Balance,HU_Balance,2030,4,7,12,5246,0.0,0.0
851,SI_Balance,HU_Balance,2030,4,13,18,5247,0.0,0.0
852,SI_Balance,HU_Balance,2030,4,19,24,5248,0.0,0.0
853,SI_Balance,HR_Balance,2030,4,1,6,5249,0.0,0.0
854,SI_Balance,HR_Balance,2030,4,7,12,5250,0.0,0.0
855,SI_Balance,HR_Balance,2030,4,13,18,5251,0.0,0.0
856,SI_Balance,HR_Balance,2030,4,19,24,5252,0.0,0.0
857,HU_Balance,RO_Balance,2030,4,1,6,5253,0.0,0.0
858,HU_Balance,RO_Balance,2030,4,7,12,5254,0.0,0.0
859,HU_Balance,RO_Balance,2030,4,13,18,5255,-2.1114,0.0
860,HU_Balance,RO_Balance,2030,4,19,24,5256,-2.1114,0.0
861,HU_Balance,SK_Balance,2030,4,1,6,5257,0.0,2.4426
862,HU_Balance,SK_Balance,2030,4,7,12,5258,0.0,2.4426
863,HU_Balance,SK_Balance,2030,4,13,18,5259,0.0,2.4426
864,HU_Balance,SK_Balance,2030,4,19,24,5260,0.0,2.4426
865,HU_Balance,HR_Balance,2030,4,1,6,5261,0.0,2.4426
866,HU_Balance,HR_Balance,2030,4,7,12,5262,0.0,0.0
867,HU_Balance,HR_Balance,2030,4,13,18,5263,0.0,0.0
868,HU_Balance,HR_Balance,2030,4,19,24,5264,0.0,0.0
