id,from_asset,to_asset,year,rep_period,efficiency,flow_coefficient_in_capacity_constraint,time_block_start,time_block_end,solution
1,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,1,4,11121.59309821708
2,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,5,8,12247.592980284071
3,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,9,12,13315.149567645669
4,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,13,16,13812.289885930491
5,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,17,20,13379.170649277312
6,NL_Balance,NL_E_Demand,2030,1,1.0,1.0,21,24,11583.766555356691
7,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,1,4,8873.699085826982
8,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,5,8,7887.65257544983
9,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,9,12,5025.452370892937
10,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,13,16,5466.6714171579315
11,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,17,20,7459.516692930352
12,NL_Wind_Onshore,NL_Balance,2030,1,1.0,1.0,21,24,10376.698486723148
13,NL_OCGT,NL_Balance,2030,1,1.0,1.0,1,4,0.0
14,NL_OCGT,NL_Balance,2030,1,1.0,1.0,5,8,0.0
15,NL_OCGT,NL_Balance,2030,1,1.0,1.0,9,12,0.0
16,NL_OCGT,NL_Balance,2030,1,1.0,1.0,13,16,0.0
17,NL_OCGT,NL_Balance,2030,1,1.0,1.0,17,20,0.0
18,NL_OCGT,NL_Balance,2030,1,1.0,1.0,21,24,0.0
19,NL_Battery,NL_Balance,2030,1,1.0,1.0,1,4,0.40774205089655
20,NL_Battery,NL_Balance,2030,1,1.0,1.0,5,8,0.0
21,NL_Battery,NL_Balance,2030,1,1.0,1.0,9,12,0.40774205089655
22,NL_Battery,NL_Balance,2030,1,1.0,1.0,13,16,0.0
23,NL_Battery,NL_Balance,2030,1,1.0,1.0,17,20,0.40774205089655
24,NL_Battery,NL_Balance,2030,1,1.0,1.0,21,24,0.0
25,NL_Balance,NL_Battery,2030,1,1.0,1.0,1,4,0.40774205089655
26,NL_Balance,NL_Battery,2030,1,1.0,1.0,5,8,0.40774205089655
27,NL_Balance,NL_Battery,2030,1,1.0,1.0,9,12,0.0
28,NL_Balance,NL_Battery,2030,1,1.0,1.0,13,16,0.40774205089655874
29,NL_Balance,NL_Battery,2030,1,1.0,1.0,17,20,0.0
30,NL_Balance,NL_Battery,2030,1,1.0,1.0,21,24,0.0
31,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,1,4,0.0
32,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,5,8,0.0
33,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,9,12,0.0
34,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,13,16,0.0
35,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,17,20,0.0
36,BE_Wind_Offshore,BE_Balance,2030,1,1.0,1.0,21,24,0.0
37,BE_Coal,BE_Balance,2030,1,1.0,1.0,1,4,1053.96125042381
38,BE_Coal,BE_Balance,2030,1,1.0,1.0,5,8,2225.934705498135
39,BE_Coal,BE_Balance,2030,1,1.0,1.0,9,12,2466.5779048685336
40,BE_Coal,BE_Balance,2030,1,1.0,1.0,13,16,1119.68371494004
41,BE_Coal,BE_Balance,2030,1,1.0,1.0,17,20,2472.0
42,BE_Coal,BE_Balance,2030,1,1.0,1.0,21,24,1935.8858795647952
43,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,1,4,0.0
44,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,5,8,0.0
45,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,9,12,0.0
46,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,13,16,0.0
47,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,17,20,0.0
48,BE_Nuclear,BE_Balance,2030,1,1.0,1.0,21,24,0.0
49,BE_CCGT,BE_Balance,2030,1,1.0,1.0,1,4,0.0
50,BE_CCGT,BE_Balance,2030,1,1.0,1.0,5,8,0.0
51,BE_CCGT,BE_Balance,2030,1,1.0,1.0,9,12,160.65
52,BE_CCGT,BE_Balance,2030,1,1.0,1.0,13,16,0.0
53,BE_CCGT,BE_Balance,2030,1,1.0,1.0,17,20,305.7903421187748
54,BE_CCGT,BE_Balance,2030,1,1.0,1.0,21,24,0.0
55,BE_OCGT,BE_Balance,2030,1,1.0,1.0,1,4,0.0
56,BE_OCGT,BE_Balance,2030,1,1.0,1.0,5,8,0.0
57,BE_OCGT,BE_Balance,2030,1,1.0,1.0,9,12,0.0
58,BE_OCGT,BE_Balance,2030,1,1.0,1.0,13,16,0.0
59,BE_OCGT,BE_Balance,2030,1,1.0,1.0,17,20,0.0
60,BE_OCGT,BE_Balance,2030,1,1.0,1.0,21,24,0.0
61,DE_Solar,DE_Balance,2030,1,1.0,1.0,1,4,0.0
62,DE_Solar,DE_Balance,2030,1,1.0,1.0,5,8,1453.4574769108854
63,DE_Solar,DE_Balance,2030,1,1.0,1.0,9,12,13647.06409396958
64,DE_Solar,DE_Balance,2030,1,1.0,1.0,13,16,16208.7278020723
65,DE_Solar,DE_Balance,2030,1,1.0,1.0,17,20,5340.455987432095
66,DE_Solar,DE_Balance,2030,1,1.0,1.0,21,24,6.927022786244931
67,DE_Wind_Onshore,DE_Balance,2030,1,1.0,1.0,1,4,28870.147416148633
68,DE_Wind_Onshore,DE_Balance,2030,1,1.0,1.0,5,8,24733.086380626974
69,DE_Wind_Onshore,DE_Balance,2030,1,1.0,1.0,9,12,16057.508731977401
70,DE_Wind_Onshore,DE_Balance,2030,1,1.0,1.0,13,16,18737.059362621076
71,DE_Wind_Onshore,DE_Balance,2030,1,1.0,1.0,17,20,24524.460524268678
72,DE_Wind_Onshore,DE_Balance,2030,1,1.0,1.0,21,24,36132.58471136207
73,DE_Coal,DE_Balance,2030,1,1.0,1.0,1,4,11390.813775995215
74,DE_Coal,DE_Balance,2030,1,1.0,1.0,5,8,20600.0
75,DE_Coal,DE_Balance,2030,1,1.0,1.0,9,12,20600.0
76,DE_Coal,DE_Balance,2030,1,1.0,1.0,13,16,20357.621425946898
77,DE_Coal,DE_Balance,2030,1,1.0,1.0,17,20,20599.999999999993
