id,asset,year,rep_period,time_block_start,time_block_end,solution
1,AT_Battery,2030,1,1,3,0.0
2,AT_Battery,2030,1,4,6,423.93770479717796
3,AT_Battery,2030,1,7,9,5.38276626079778
4,AT_Battery,2030,1,10,12,0.0
5,AT_Battery,2030,1,13,15,423.93770479717796
6,AT_Battery,2030,1,16,18,423.93770479717796
7,AT_Battery,2030,1,19,21,0.0
8,AT_Battery,2030,1,22,24,0.0
9,AT_Battery,2030,2,1,3,423.93770479717796
10,AT_Battery,2030,2,4,6,423.93770479717796
11,AT_Battery,2030,2,7,9,0.0
12,AT_Battery,2030,2,10,12,423.93770479717796
13,AT_Battery,2030,2,13,15,423.93770479717796
14,AT_Battery,2030,2,16,18,423.93770479717796
15,AT_Battery,2030,2,19,21,0.0
16,AT_Battery,2030,2,22,24,0.0
17,AT_Battery,2030,3,1,3,0.0
18,AT_Battery,2030,3,4,6,423.93770479717796
19,AT_Battery,2030,3,7,9,423.93770479717796
20,AT_Battery,2030,3,10,12,367.4138463885538
21,AT_Battery,2030,3,13,15,423.93770479717796
22,AT_Battery,2030,3,16,18,0.0
23,AT_Battery,2030,3,19,21,423.93770479717796
24,AT_Battery,2030,3,22,24,0.0
25,AT_Battery,2030,4,1,3,0.0
26,AT_Battery,2030,4,4,6,423.93770479717796
27,AT_Battery,2030,4,7,9,423.93770479717796
28,AT_Battery,2030,4,10,12,423.93770479717796
29,AT_Battery,2030,4,13,15,423.93770479717796
30,AT_Battery,2030,4,16,18,70.562366294041
31,AT_Battery,2030,4,19,21,0.0
32,AT_Battery,2030,4,22,24,0.0
33,AT_Battery,2030,5,1,3,0.0
34,AT_Battery,2030,5,4,6,423.93770479717796
35,AT_Battery,2030,5,7,9,0.0
36,AT_Battery,2030,5,10,12,0.0
37,AT_Battery,2030,5,13,15,423.93770479717796
38,AT_Battery,2030,5,16,18,0.0
39,AT_Battery,2030,5,19,21,0.0
40,AT_Battery,2030,5,22,24,0.0
41,AT_Battery,2030,6,1,3,0.0
42,AT_Battery,2030,6,4,6,0.0
43,AT_Battery,2030,6,7,9,0.0
44,AT_Battery,2030,6,10,12,0.0
45,AT_Battery,2030,6,13,15,0.0
46,AT_Battery,2030,6,16,18,423.93770479717796
47,AT_Battery,2030,6,19,21,0.0
48,AT_Battery,2030,6,22,24,0.0
49,AT_Battery,2030,7,1,3,423.93770479717796
50,AT_Battery,2030,7,4,6,423.93770479717796
51,AT_Battery,2030,7,7,9,423.93770479717796
52,AT_Battery,2030,7,10,12,0.0
53,AT_Battery,2030,7,13,15,0.0
54,AT_Battery,2030,7,16,18,423.93770479717796
55,AT_Battery,2030,7,19,21,0.0
56,AT_Battery,2030,7,22,24,0.0
57,AT_Battery,2030,8,1,3,0.0
58,AT_Battery,2030,8,4,6,0.0
59,AT_Battery,2030,8,7,9,0.0
60,AT_Battery,2030,8,10,12,0.0
61,AT_Battery,2030,8,13,15,423.93770479717796
62,AT_Battery,2030,8,16,18,423.93770479717796
63,AT_Battery,2030,8,19,21,192.4948079423284
64,AT_Battery,2030,8,22,24,0.0
65,AT_Battery,2030,9,1,3,0.0
66,AT_Battery,2030,9,4,6,423.93770479717796
67,AT_Battery,2030,9,7,9,423.93770479717796
68,AT_Battery,2030,9,10,12,423.93770479717796
69,AT_Battery,2030,9,13,15,364.23409239880493
70,AT_Battery,2030,9,16,18,364.23409239880493
71,AT_Battery,2030,9,19,21,0.0
72,AT_Battery,2030,9,22,24,0.0
73,AT_Battery,2030,10,1,3,0.0
74,AT_Battery,2030,10,4,6,423.93770479717796
75,AT_Battery,2030,10,7,9,393.02894075553695
76,AT_Battery,2030,10,10,12,393.02894075553695
77,AT_Battery,2030,10,13,15,423.93770479717796
78,AT_Battery,2030,10,16,18,0.0
79,AT_Battery,2030,10,19,21,0.0
80,AT_Battery,2030,10,22,24,0.0
81,BE_Battery,2030,1,1,3,32.430715537373985
82,BE_Battery,2030,1,4,6,32.430715537373985
83,BE_Battery,2030,1,7,9,0.0
84,BE_Battery,2030,1,10,12,0.0
85,BE_Battery,2030,1,13,15,32.430715537373985
86,BE_Battery,2030,1,16,18,32.430715537373985
87,BE_Battery,2030,1,19,21,0.0
88,BE_Battery,2030,1,22,24,0.0
89,BE_Battery,2030,2,1,3,0.0
90,BE_Battery,2030,2,4,6,32.430715537373985
91,BE_Battery,2030,2,7,9,0.0
92,BE_Battery,2030,2,10,12,0.0
93,BE_Battery,2030,2,13,15,0.0
94,BE_Battery,2030,2,16,18,0.0
95,BE_Battery,2030,2,19,21,0.0
96,BE_Battery,2030,2,22,24,0.0
97,BE_Battery,2030,3,1,3,0.0
98,BE_Battery,2030,3,4,6,0.0
99,BE_Battery,2030,3,7,9,0.0
100,BE_Battery,2030,3,10,12,0.0
101,BE_Battery,2030,3,13,15,0.0
102,BE_Battery,2030,3,16,18,0.0
103,BE_Battery,2030,3,19,21,0.0
104,BE_Battery,2030,3,22,24,0.0
105,BE_Battery,2030,4,1,3,0.0
106,BE_Battery,2030,4,4,6,32.430715537373985
107,BE_Battery,2030,4,7,9,0.0
108,BE_Battery,2030,4,10,12,32.430715537373985
109,BE_Battery,2030,4,13,15,32.430715537373985
110,BE_Battery,2030,4,16,18,32.430715537373985
111,BE_Battery,2030,4,19,21,0.0
112,BE_Battery,2030,4,22,24,0.0
113,BE_Battery,2030,5,1,3,0.0
114,BE_Battery,2030,5,4,6,0.0
115,BE_Battery,2030,5,7,9,0.0
116,BE_Battery,2030,5,10,12,0.0
117,BE_Battery,2030,5,13,15,0.0
118,BE_Battery,2030,5,16,18,0.0
119,BE_Battery,2030,5,19,21,0.0
120,BE_Battery,2030,5,22,24,0.0
121,BE_Battery,2030,6,1,3,32.430715537373985
122,BE_Battery,2030,6,4,6,0.0
123,BE_Battery,2030,6,7,9,0.0
124,BE_Battery,2030,6,10,12,0.0
125,BE_Battery,2030,6,13,15,0.0
126,BE_Battery,2030,6,16,18,32.430715537373985
127,BE_Battery,2030,6,19,21,0.0
128,BE_Battery,2030,6,22,24,0.0
129,BE_Battery,2030,7,1,3,32.430715537373985
130,BE_Battery,2030,7,4,6,32.430715537373985
131,BE_Battery,2030,7,7,9,0.0
132,BE_Battery,2030,7,10,12,0.0
133,BE_Battery,2030,7,13,15,0.0
134,BE_Battery,2030,7,16,18,0.0
135,BE_Battery,2030,7,19,21,0.0
136,BE_Battery,2030,7,22,24,0.0
137,BE_Battery,2030,8,1,3,0.0
138,BE_Battery,2030,8,4,6,0.0
139,BE_Battery,2030,8,7,9,0.0
140,BE_Battery,2030,8,10,12,0.0
141,BE_Battery,2030,8,13,15,0.0
142,BE_Battery,2030,8,16,18,0.0
143,BE_Battery,2030,8,19,21,0.0
144,BE_Battery,2030,8,22,24,0.0
145,BE_Battery,2030,9,1,3,0.0
146,BE_Battery,2030,9,4,6,32.430715537373985
147,BE_Battery,2030,9,7,9,0.0
148,BE_Battery,2030,9,10,12,0.0
149,BE_Battery,2030,9,13,15,32.430715537373985
150,BE_Battery,2030,9,16,18,32.430715537373985
151,BE_Battery,2030,9,19,21,32.430715537373985
152,BE_Battery,2030,9,22,24,0.0
153,BE_Battery,2030,10,1,3,32.430715537373985
154,BE_Battery,2030,10,4,6,32.430715537373985
155,BE_Battery,2030,10,7,9,32.430715537373985
156,BE_Battery,2030,10,10,12,32.430715537373985
157,BE_Battery,2030,10,13,15,5.861444942457169
158,BE_Battery,2030,10,16,18,0.0
159,BE_Battery,2030,10,19,21,0.0
160,BE_Battery,2030,10,22,24,0.0
161,BG_Battery,2030,1,1,3,404.73798824758796
162,BG_Battery,2030,1,4,6,404.73798824758796
163,BG_Battery,2030,1,7,9,404.73798824758796
164,BG_Battery,2030,1,10,12,404.73798824758796
165,BG_Battery,2030,1,13,15,404.73798824758796
166,BG_Battery,2030,1,16,18,404.73798824758796
167,BG_Battery,2030,1,19,21,0.0
168,BG_Battery,2030,1,22,24,0.0
169,BG_Battery,2030,2,1,3,404.73798824758796
170,BG_Battery,2030,2,4,6,404.73798824758796
171,BG_Battery,2030,2,7,9,404.73798824758796
172,BG_Battery,2030,2,10,12,404.73798824758796
173,BG_Battery,2030,2,13,15,404.73798824758796
174,BG_Battery,2030,2,16,18,0.0
175,BG_Battery,2030,2,19,21,0.0
176,BG_Battery,2030,2,22,24,0.0
177,BG_Battery,2030,3,1,3,404.73798824758796
178,BG_Battery,2030,3,4,6,339.3180761972433
179,BG_Battery,2030,3,7,9,0.0
180,BG_Battery,2030,3,10,12,392.91767454510364
181,BG_Battery,2030,3,13,15,404.73798824758796
182,BG_Battery,2030,3,16,18,0.0
183,BG_Battery,2030,3,19,21,0.0
184,BG_Battery,2030,3,22,24,0.0
185,BG_Battery,2030,4,1,3,404.73798824758796
186,BG_Battery,2030,4,4,6,404.73798824758796
187,BG_Battery,2030,4,7,9,0.0
188,BG_Battery,2030,4,10,12,404.73798824758796
189,BG_Battery,2030,4,13,15,404.73798824758796
190,BG_Battery,2030,4,16,18,76.78534405926257
191,BG_Battery,2030,4,19,21,0.0
192,BG_Battery,2030,4,22,24,0.0
193,BG_Battery,2030,5,1,3,404.73798824758796
194,BG_Battery,2030,5,4,6,404.73798824758796
195,BG_Battery,2030,5,7,9,0.0
196,BG_Battery,2030,5,10,12,291.81730097240643
197,BG_Battery,2030,5,13,15,404.73798824758796
198,BG_Battery,2030,5,16,18,404.73798824758796
199,BG_Battery,2030,5,19,21,0.0
200,BG_Battery,2030,5,22,24,0.0
201,BG_Battery,2030,6,1,3,404.73798824758796
202,BG_Battery,2030,6,4,6,0.0
203,BG_Battery,2030,6,7,9,0.0
204,BG_Battery,2030,6,10,12,0.0
205,BG_Battery,2030,6,13,15,0.0
206,BG_Battery,2030,6,16,18,0.0
